# time,cloud general,cloud low,cloud medium,cloud high
1638091800000.0,100.0,100.0,100.0,0.0
1638095400000.0,100.0,100.0,100.0,18.7
1638099000000.0,100.0,100.0,96.1,5.5
1638102600000.0,100.0,100.0,100.0,6.2
1638106200000.0,100.0,100.0,100.0,17.2
1638109800000.0,100.0,100.0,100.0,14.1
1638113400000.0,100.0,99.2,25.0,63.3
1638117000000.0,100.0,89.1,23.4,98.4
1638120600000.0,99.2,70.3,68.0,89.1
1638124200000.0,99.2,73.4,98.4,5.5
1638127800000.0,88.3,60.9,60.2,0.0
1638131400000.0,100.0,100.0,71.1,11.7
1638135000000.0,100.0,100.0,100.0,12.5
1638138600000.0,100.0,100.0,100.0,18.0
1638142200000.0,99.2,57.0,98.4,72.7
1638145800000.0,100.0,3.9,87.5,100.0
1638149400000.0,100.0,9.4,89.8,100.0
1638153000000.0,100.0,100.0,100.0,100.0
1638156600000.0,100.0,100.0,100.0,100.0
1638160200000.0,100.0,100.0,100.0,100.0
1638163800000.0,100.0,100.0,100.0,100.0
1638167400000.0,100.0,100.0,100.0,100.0
1638171000000.0,100.0,100.0,100.0,100.0
1638174600000.0,100.0,98.4,89.8,100.0
1638178200000.0,100.0,25.0,54.7,100.0
1638181800000.0,96.1,78.1,28.9,79.7
1638185400000.0,64.1,15.6,7.0,57.8
1638189000000.0,33.6,30.5,12.5,0.0
1638192600000.0,54.7,53.9,14.1,0.0
1638196200000.0,99.2,99.2,39.8,0.0
1638199800000.0,73.4,73.4,22.7,0.0
1638203400000.0,21.1,14.8,5.5,6.2
1638207000000.0,98.4,94.5,0.0,67.2
1638210600000.0,58.6,12.5,1.6,51.6
1638214200000.0,26.6,18.7,3.1,6.2
1638217800000.0,100.0,100.0,0.0,85.9
1638221400000.0,100.0,100.0,0.0,12.5
1638225000000.0,100.0,100.0,0.0,63.3
1638228600000.0,100.0,100.0,25.8,87.5
1638232200000.0,100.0,100.0,0.8,99.2
1638235800000.0,99.2,98.4,0.0,63.3
1638239400000.0,100.0,95.3,7.0,96.1
1638243000000.0,100.0,100.0,16.4,57.0
1638246600000.0,100.0,100.0,9.4,21.9
1638250200000.0,100.0,100.0,3.1,10.9
1638253800000.0,100.0,100.0,3.9,5.5
1638257400000.0,100.0,100.0,4.7,20.3
1638261000000.0,100.0,100.0,77.3,65.6
1638264600000.0,100.0,100.0,14.8,87.5
1638268200000.0,100.0,100.0,70.3,18.0
1638271800000.0,100.0,96.9,78.9,92.2
1638275400000.0,100.0,100.0,82.8,98.4
1638279000000.0,100.0,92.2,87.5,100.0
1638282600000.0,100.0,99.2,65.6,100.0
1638286200000.0,100.0,61.7,81.2,100.0
1638289800000.0,100.0,100.0,100.0,100.0
1638293400000.0,100.0,100.0,100.0,100.0
1638297000000.0,100.0,100.0,100.0,85.9
1638300600000.0,85.2,59.4,57.8,5.5
1638304200000.0,87.5,36.7,80.5,35.2
1638307800000.0,100.0,100.0,45.3,19.5
1638311400000.0,80.5,71.9,44.5,0.0
1638315000000.0,62.5,60.2,3.1,5.5
1638318600000.0,68.0,66.4,6.2,1.6
1638322200000.0,59.4,56.2,10.2,0.0
1638325800000.0,52.3,50.0,12.5,0.0
1638329400000.0,74.2,64.1,29.7,0.0
1638333000000.0,68.0,60.2,27.3,0.0
1638336600000.0,37.5,31.2,10.2,0.0
1638340200000.0,59.4,55.5,31.2,0.0
1638343800000.0,60.9,32.8,40.6,0.0
1638347400000.0,61.7,46.1,32.8,0.0
1638351000000.0,75.8,64.8,41.4,0.0
1638354600000.0,28.9,18.7,12.5,0.0
1638358200000.0,20.3,18.7,8.6,0.0
1638361800000.0,13.3,10.2,3.9,0.0
1638365400000.0,11.7,10.9,2.3,0.0
1638369000000.0,10.2,8.6,3.9,0.0
1638372600000.0,21.1,20.3,0.8,0.0
1638376200000.0,7.0,7.0,0.0,0.0
1638379800000.0,3.1,3.1,0.0,0.0
1638383400000.0,3.9,3.9,0.0,0.0
1638387000000.0,3.1,3.1,0.0,0.0
1638390600000.0,0.8,0.8,0.0,0.0
1638394200000.0,3.1,3.1,0.0,0.0
1638397800000.0,5.5,5.5,0.0,0.0
1638401400000.0,11.7,11.7,0.0,0.0
1638405000000.0,10.2,10.2,0.0,0.0
1638408600000.0,28.1,28.1,0.0,0.0
1638412200000.0,42.2,26.6,0.0,21.1
1638415800000.0,98.4,8.6,98.4,20.3
1638419400000.0,82.0,25.0,16.4,71.1
1638423000000.0,99.2,25.0,55.5,97.7
1638426600000.0,82.0,31.2,6.2,71.9
1638430200000.0,91.4,14.8,37.5,84.4
1638433800000.0,61.7,1.6,53.1,17.2
1638437400000.0,31.2,2.3,18.7,14.1
1638441000000.0,46.9,25.0,28.9,0.0
1638444600000.0,100.0,100.0,27.3,0.0
1638448200000.0,99.2,98.4,28.1,3.1
1638451800000.0,99.2,85.9,95.3,24.2
1638455400000.0,100.0,35.9,100.0,81.2
1638459000000.0,100.0,10.2,100.0,97.7
1638462600000.0,100.0,88.3,100.0,97.7
1638466200000.0,100.0,100.0,100.0,89.8
1638469800000.0,100.0,100.0,88.3,97.7
1638473400000.0,100.0,100.0,100.0,100.0
1638477000000.0,100.0,100.0,97.7,100.0
1638480600000.0,100.0,100.0,100.0,100.0
1638484200000.0,100.0,100.0,100.0,100.0
1638487800000.0,100.0,86.7,100.0,100.0
1638491400000.0,100.0,99.2,10.2,100.0
1638495000000.0,100.0,100.0,0.0,100.0
1638498600000.0,100.0,100.0,0.0,100.0
1638502200000.0,100.0,100.0,0.0,100.0
1638505800000.0,100.0,70.3,0.0,100.0
1638509400000.0,100.0,79.7,0.8,100.0
1638513000000.0,100.0,100.0,40.6,100.0
1638516600000.0,100.0,84.4,96.1,100.0
1638520200000.0,100.0,24.2,100.0,100.0
1638523800000.0,100.0,0.8,100.0,100.0
1638527400000.0,100.0,85.9,100.0,100.0
1638531000000.0,100.0,38.3,100.0,100.0
1638534600000.0,100.0,0.8,100.0,100.0
1638538200000.0,100.0,0.0,100.0,100.0
1638541800000.0,100.0,48.4,100.0,100.0
